Metsävarakuvioiden ja erityisen tärkeiden elinympäristökuvioiden koodisto- taulukko solusta A2 soluun G4464;;;;;;;
Koodisto;Kenttä;Koodi;Selite_FI;Selite_SE;Selite_ENG;Selite_LATINA;
1_577;featurecode;3353;Isonaamiokukkakärpänen;Kronblomfluga;;;
1_577;featurecode;3354;Kantokukkakärpänen;Stubblomfluga;;;
1_577;featurecode;3355;Mahlakukkakärpänen;Savblomfluga;;;
1_577;featurecode;3356;Mustaraitanaamiokärpänen;Svartbandad stekelfluga;;;
1_577;featurecode;3357;Pistiäiskukkakärpänen;Getinglik blomfluga;;;
1_577;featurecode;3358;Suomenpuukärpänen;Karelsk barkfluga;;;
1_577;featurecode;3359;Vaapsassääski;Getinglik svampfluga;;;
1_577;featurecode;3360;Epistrophella euchroma;Epistrophella euchroma;Epistrophella euchroma;Epistrophella euchroma;
1_577;featurecode;3400;Etelänkoipikorri;Gråvingad källbäckslända;;;
1_577;featurecode;3401;Eteläntytönkorento;Möflickslända;;;
1_577;featurecode;3402;Kievanakorento;Grön mosaikslända;;;
1_577;featurecode;3403;Sorjahukankorento;Östlig trollslända;;;
1_577;featurecode;3404;Vantaankorri;Brun mossbäckslända;;;
1_577;featurecode;3405;Keltasurviainen;Keltasurviainen;;;
1_577;featurecode;3406;Kymisurviainen;Kymisurviainen;;;
1_577;featurecode;3500;Aarnimäihiäinen;Sexfläckig barkglansbagge;;;
1_577;featurecode;3501;Aarniseppä;Trubbtandad lövknäppare;;;
1_577;featurecode;3502;Erakkokuoriainen;Läderbagge; ;Osmoderma eremita;
1_577;featurecode;3503;Haavanlahokärsäkäs;Stor vedvivel;;;
1_577;featurecode;3504;Jalavanlahokärsäkäs;Almvedvivel; ;Cossonus cylindricus;
1_577;featurecode;3505;Punahärö;Cinnoberbagge; ;Cucujus cinnaberinus;
1_577;featurecode;3506;Aarnikätkä;Aarnikätkä;;;
1_577;featurecode;3507;Haavanjalosoukko;Haavanjalosoukko; ;Agrilus ater;
1_577;featurecode;3508;Haavanpikkutylppö;Haavanpikkutylppö;;;
1_577;featurecode;3509;Hammasleukakääpiäinen;Hammasleukakääpiäinen;;;
1_577;featurecode;3510;Harmokallokas;Harmokallokas; ;Scotodes annulatus;
1_577;featurecode;3511;Hylkyisotylppö;Hylkyisotylppö;;;
1_577;featurecode;3512;Idänräätäli;Idänräätäli; ;Monochamus urussovii;
1_577;featurecode;3513;Isokelokärsäkäs;Isokelokärsäkäs; ;Platyrhinus resinosus;
1_577;featurecode;3514;Isotoukohärkä;Isotoukohärkä; ;Meloe proscarabaeus;
1_577;featurecode;3515;Jalavajäärä;Jalavajäärä; ;Rhamnusium bicolor;
1_577;featurecode;3516;Kaakonnirppu;Kaakonnirppu;;;
1_577;featurecode;3517;Kaljurankokartukas;Kaljurankokartukas;;;
1_577;featurecode;3518;Karvakukkajäärä;Karvakukkajäärä; ;Leptura pubescens;
1_577;featurecode;3519;Kaskikeiju;Rödhalsad skuggbagge; ;Phryganophilus ruficollis;
1_577;featurecode;3520;Kaulussepikkä;Kaulussepikkä;;;
1_577;featurecode;3521;Kaunokkikärsäkäs;Kaunokkikärsäkäs;;;
1_577;featurecode;3522;Korpikolva;Större barkplattbagge; ;Pytho kolwensis;
1_577;featurecode;3523;Korukeräpallokas;Brokig aspmycelbagge; ;Agathidium pulchellum;
1_577;featurecode;3524;Kulokurekiitäjäinen;Kulokurekiitäjäinen; ;Sericoda bogemannii;
1_577;featurecode;3525;Kuusitäpläjäärä;Kuusitäpläjäärä;;;
1_577;featurecode;3526;Kyrmysepikkä;Kyrmysepikkä; ;Eucnemis capucina;
1_577;featurecode;3527;Kääpäpimikkä;Kääpäpimikkä; ;Neomida haemorrhoidalis;
1_577;featurecode;3528;Lahokapo;Smal skuggbagge; ;Boros schneideri;
1_577;featurecode;3529;Laikkujumi;Laikkujumi;;;
1_577;featurecode;3530;Lattatylppö;Lattatylppö; ;Hololepta plana;
1_577;featurecode;3531;Lautajäärä;Lautajäärä;;;
1_577;featurecode;3532;Lehmusjäärä;Lehmusjäärä;;;
1_577;featurecode;3533;Lehtisoukkotylppö;Lehtisoukkotylppö; ;Paromalus flavicornis;
1_577;featurecode;3534;Leppäjäärä;Leppäjäärä;;;
1_577;featurecode;3535;Liekohärkä;Liekohärkä; ;Ceruchus chrysomelinus;
1_577;featurecode;3536;Liekosepikkä;Liekosepikkä;;;
1_577;featurecode;3537;Lohjanseppä;Lohjanseppä; ;Pseudanostirus globicollis;
1_577;featurecode;3538;Mäihäkaarnakuoriainen;Mäihäkaarnakuoriainen;;;
1_577;featurecode;3539;Nahkuri;Nahkuri; ;Tragosoma depsarium;
1_577;featurecode;3540;Näsiänjalosoukko;Näsiänjalosoukko; ;Agrilus integerrimus;
1_577;featurecode;3541;Palosysikiitäjäinen;Palosysikiitäjäinen; ;Pterostichus quadrifoveolatus;
1_577;featurecode;3542;Pariukkotylppö;Pariukkotylppö;;;
1_577;featurecode;3543;Piilolantiainen;Piilolantiainen;;;
1_577;featurecode;3544;Pistehaapakaarnuri;Pistehaapakaarnuri; ;Trypophloeus asperatus;
1_577;featurecode;3545;Pitkälaakatylppö;Pitkälaakatylppö;;;
1_577;featurecode;3546;Puistovalekauniainen;Puistovalekauniainen;;;
1_577;featurecode;3547;Purohyrrä;Purohyrrä; ;Bembidion monticola;
1_577;featurecode;3548;Pötkykaarnakuoriainen;Pötkykaarnakuoriainen; ;Orthotomicus longicollis;
1_577;featurecode;3549;Rikkipimikkä;Rikkipimikkä;;;
1_577;featurecode;3550;Rusoseppä;Rusoseppä;;;
1_577;featurecode;3551;Salopikkukuntikas;Salopikkukuntikas; ;Gabrius bescidicus;
1_577;featurecode;3552;Sarvihärö;Sarvihärö;;;
1_577;featurecode;3553;Sarvikeräpallokas;Sarvikeräpallokas; ;Liodopria serricornis;
1_577;featurecode;3554;Sinijalosoukko;Sinijalosoukko;;;
1_577;featurecode;3555;Sinipimikkä;Sinipimikkä;;;
1_577;featurecode;3556;Somerharvekiitäjäinen;Somerharvekiitäjäinen;;;
1_577;featurecode;3557;Suomenrantusukeltaja;Suomenrantusukeltaja;;;
1_577;featurecode;3558;Suomupiiloseppä;Suomupiiloseppä;;;
1_577;featurecode;3559;Tammijäärä;Tammijäärä;;;
1_577;featurecode;3560;Tammikairo;Tammikairo;;;
1_577;featurecode;3561;Tammikukkajäärä;Tammikukkajäärä; ;Strangalia attenuata;
1_577;featurecode;3562;Teretylppö;Teretylppö;;;
1_577;featurecode;3563;Tuomikukko;Tuomikukko; ;Orsodacne cerasi;
1_577;featurecode;3564;Täplähaiskiainen;Täplähaiskiainen;;;
1_577;featurecode;3565;Täplämustakeiju;Täplämustakeiju; ;Dircaea quadriguttata;
1_577;featurecode;3566;Ukkokukkajäärä;Ukkokukkajäärä;;;
1_577;featurecode;3567;Uppokeiju;Uppokeiju; ;Ditylus laevis;
1_577;featurecode;3568;Vaahterasepikkä;Vaahterasepikkä;;;
1_577;featurecode;3569;Vajeraitasukeltaja;Vajeraitasukeltaja;;;
1_577;featurecode;3570;Vennajäärä;Skäckbock; ;Mesosa myops;
1_577;featurecode;3571;Vienankääpiäinen;Vienankääpiäinen;;;
1_577;featurecode;3572;Vyösepäkäs;Vyösepäkäs;;;
1_577;featurecode;3573;Vähämustakeiju;Vähämustakeiju; ;Melandrya barbata;
1_577;featurecode;3574;Välkekauniainen;Välkekauniainen;;;
1_577;featurecode;3575;Anotylus fairmairei;Anotylus fairmairei;Anotylus fairmairei;Anotylus fairmairei;
1_577;featurecode;3576;Anotylus tetracarinatus;Anotylus tetracarinatus;Anotylus tetracarinatus;Anotylus tetracarinatus;
1_577;featurecode;3577;Anotylus tetratoma;Anotylus tetratoma;Anotylus tetratoma;Anotylus tetratoma;
1_577;featurecode;3578;Antinhyrrä;Antinhyrrä;;;
1_577;featurecode;3579;Atheta castanoptera;Atheta castanoptera;Atheta castanoptera;Atheta castanoptera;
1_577;featurecode;3580;Corticaria foveola;Corticaria foveola;Corticaria foveola;Corticaria foveola;
1_577;featurecode;3581;Cryptocephalus nitidulus;Cryptocephalus nitidulus;Cryptocephalus nitidulus;Cryptocephalus nitidulus;
1_577;featurecode;3582;Cryptophagus obsoletus;Cryptophagus obsoletus;Cryptophagus obsoletus;Cryptophagus obsoletus;
1_577;featurecode;3583;Cryptophagus populi;Cryptophagus populi;Cryptophagus populi;Cryptophagus populi;
1_577;featurecode;3584;Gnathoncus nidorum;Gnathoncus nidorum;Gnathoncus nidorum;Gnathoncus nidorum;
1_577;featurecode;3585;Gonioctena flavicornis;Gonioctena flavicornis;Gonioctena flavicornis;Gonioctena flavicornis;
1_577;featurecode;3586;Haapaliskokuntikas;Haapaliskokuntikas; ;Quedius lundbergi;
1_577;featurecode;3587;Haavansahajumi;Aspbarkgnagare; ;Xyletinus tremulicola;
1_577;featurecode;3588;Harmaatulikärsäkäs;Harmaatulikärsäkäs;;;
1_577;featurecode;3589;Helojäärä;Helojäärä;;;
1_577;featurecode;3590;Hiespiilopää;Hiespiilopää; ;Cryptocephalus exiguus;
1_577;featurecode;3591;Hietalaakanen;Hietalaakanen;;;
1_577;featurecode;3592;Hietamyyräkiitäjäinen;Hietamyyräkiitäjäinen;;;
1_577;featurecode;3593;Hormukkakirppa;Hormukkakirppa;;;
1_577;featurecode;3594;Hämeensiemenkiitäjäinen;Hämeensiemenkiitäjäinen;;;
1_577;featurecode;3595;Isolaakasittiäinen;Isolaakasittiäinen;;;
1_577;featurecode;3596;Isosinipääkkö;Isosinipääkkö;;;
1_577;featurecode;3597;Jannensirkeinen;Jannensirkeinen;;;
1_577;featurecode;3598;Juovapiilopää;Juovapiilopää;;;
1_577;featurecode;3599;Jymypallovesiäinen;Jymypallovesiäinen;;;
1_577;featurecode;3600;Kallasharvekiitäjäinen;Kallasharvekiitäjäinen;;;
1_577;featurecode;3601;Keisarilyhytsiipi;Keisarilyhytsiipi;;;
1_577;featurecode;3602;Keltanokärsäkäs;Keltanokärsäkäs;;;
1_577;featurecode;3603;Kelttopiilopää;Kelttopiilopää;;;
1_577;featurecode;3604;Kilpukkanälvikäs;Kilpukkanälvikäs;;;
1_577;featurecode;3605;Kimokorvakärsäkäs;Kimokorvakärsäkäs;;;
1_577;featurecode;3606;Kirjoripesukeltaja;Kirjoripesukeltaja;;;
1_577;featurecode;3607;Koivukirppa;Koivukirppa;;;
1_577;featurecode;3608;Kuismapiilopää;Kuismapiilopää;;;
1_577;featurecode;3609;Kuoppakatkokiitäjäinen;Kuoppakatkokiitäjäinen;;;
1_577;featurecode;3610;Kuopparuokokuoriainen;Kuopparuokokuoriainen;;;
1_577;featurecode;3611;Kyhmykorvakärsäkäs;Kyhmykorvakärsäkäs;;;
1_577;featurecode;3612;Kynsimökärsäkäs;Kynsimökärsäkäs;;;
1_577;featurecode;3613;Kyrmymerimyyriäinen;Kyrmymerimyyriäinen;;;
1_577;featurecode;3614;Kärsämökuoriainen;Kärsämökuoriainen;;;
1_577;featurecode;3615;Laakamerimyyriäinen;Laakamerimyyriäinen;;;
1_577;featurecode;3616;Laidunnirppu;Laidunnirppu;;;
1_577;featurecode;3617;Laiduntadelaakanen;Laiduntadelaakanen;;;
1_577;featurecode;3618;Lapinsilmähyrrä;Lapinsilmähyrrä;;;
1_577;featurecode;3619;Lehtipuupääkkö;Lehtipuupääkkö;;;
1_577;featurecode;3620;Leppäkelokärsäkäs;Leppäkelokärsäkäs;;;
1_577;featurecode;3621;Lopheros rubens;Lopheros rubens;Lopheros rubens;Lopheros rubens;
1_577;featurecode;3622;Lounaanjumi;Lounaanjumi;;;
1_577;featurecode;3623;Lounaanpyörökärsäkäs;Lounaanpyörökärsäkäs;;;
1_577;featurecode;3624;Lounakurekiitäjäinen;Lounakurekiitäjäinen;;;
1_577;featurecode;3625;Luhtahärö;Luhtahärö;;;
1_577;featurecode;3626;Luhtasysikiitäjäinen;Luhtasysikiitäjäinen;;;
1_577;featurecode;3627;Lähdelaakaripsikkä;Lähdelaakaripsikkä; ;Acrotrichis lucidula;
1_577;featurecode;3628;Lähdepurolaakanen;Lähdepurolaakanen; ;Lesteva punctata;
1_577;featurecode;3629;Meligethes exilis;Meligethes exilis;Meligethes exilis;Meligethes exilis;
1_577;featurecode;3630;Metsävirnakärsäkäs;Metsävirnakärsäkäs;;;
1_577;featurecode;3631;Minttunirppu;Minttunirppu;;;
1_577;featurecode;3632;Mustahälvekäs;Mustahälvekäs; ;Cyllodes ater;
1_577;featurecode;3633;Mustakehnäkiitäjäinen;Mustakehnäkiitäjäinen;;;
1_577;featurecode;3634;Mycetophagus atomarius;Mycetophagus atomarius;Mycetophagus atomarius;Mycetophagus atomarius;
1_577;featurecode;3635;Mykeröpöyrökärsäkäs;Mykeröpöyrökärsäkäs;;;
1_577;featurecode;3636;Naudanlantiainen;Naudanlantiainen;;;
1_577;featurecode;3637;Ohdakekirppa;Ohdakekirppa;;;
1_577;featurecode;3638;Oxyletus piceus;Oxyletus piceus;Oxyletus piceus;Oxyletus piceus;
1_577;featurecode;3639;Pajunnorkkokärsäkäs;Pajunnorkkokärsäkäs;;;
1_577;featurecode;3640;Pajupiilopää;Pajupiilopää; ;Cryptocephalus saliceti;
1_577;featurecode;3641;Palpakkoliejukärsäkäs;Palpakkoliejukärsäkäs;;;
1_577;featurecode;3642;Peurankellokärsäkäs;Peurankellokärsäkäs;;;
1_577;featurecode;3643;Pikkumerimyyriäinen;Pikkumerimyyriäinen;;;
1_577;featurecode;3644;Pikkunirppu;Pikkunirppu;;;
1_577;featurecode;3645;Pitkämerimyyriäinen;Pitkämerimyyriäinen;;;
1_577;featurecode;3646;Puikkohärö;Puikkohärö;;;
1_577;featurecode;3647;Pujopyörökärsäkäs;Pujopyörökärsäkäs;;;
1_577;featurecode;3648;Pulskasantiainen;Pulskasantiainen;;;
1_577;featurecode;3649;Putkijäärä;Putkijäärä;;;
1_577;featurecode;3650;Pyörörutavesiäinen;Pyörörutavesiäinen; ;Anacaena globulus;
1_577;featurecode;3651;Päivänkakkaranirppu;Päivänkakkaranirppu;;;
1_577;featurecode;3652;Raatoisotylppö;Raatoisotylppö;;;
1_577;featurecode;3653;Rastipöyrökärsäkäs;Rastipöyrökärsäkäs;;;
1_577;featurecode;3654;Ratamokuoriainen;Ratamokuoriainen;;;
1_577;featurecode;3655;Rautio;Rautio;;;
1_577;featurecode;3656;Reunustyppyjäärä;Reunustyppyjäärä; ;Acmaeops marginata;
1_577;featurecode;3657;Ruostenurmikärsäkäs;Ruostenurmikärsäkäs;;;
1_577;featurecode;3658;Ruskoantikainen;Ruskoantikainen;;;
1_577;featurecode;3659;Ruskovirpiäinen;Ruskovirpiäinen;;;
1_577;featurecode;3660;Saananhyrrä;Saananhyrrä;;;
1_577;featurecode;3661;Salokääpiäinen;Salokääpiäinen;;;
1_577;featurecode;3662;Saprinus rugifer;Saprinus rugifer;;;
1_577;featurecode;3663;Saraikkoliejukärsäkäs;Saraikkoliejukärsäkäs;;;
1_577;featurecode;3664;Sarvipötkykärsäkäs;Sarvipötkykärsäkäs;;;
1_577;featurecode;3665;Sukalymykäs;Sukalymykäs;;;
1_577;featurecode;3666;Sukaokakärsäkäs;Sukaokakärsäkäs;;;
1_577;featurecode;3667;Sukasilosonkiainen;Sukasilosonkiainen;;;
1_577;featurecode;3668;Sukasnorkkokärsäkäs;Sukasnorkkokärsäkäs;;;
1_577;featurecode;3669;Suolamyyräkiitäjäinen;Suolamyyräkiitäjäinen;;;
1_577;featurecode;3670;Suomenpyörökärsäkäs;Suomenpyörökärsäkäs;;;
1_577;featurecode;3671;Sysikonnakas;Sysikonnakas; ;Epuraea silesiaca;
1_577;featurecode;3672;Syyläjuurikärsäkäs;Syyläjuurikärsäkäs; ;Cleopus pulchellus;
1_577;featurecode;3673;Tammenjalosoukko;Tammenjalosoukko; ;Agrilus sulcicollis;
1_577;featurecode;3674;Trichonyx sulcicollis;Trichonyx sulcicollis;Trichonyx sulcicollis;Trichonyx sulcicollis;
1_577;featurecode;3675;Typöleinikkikuoriainen;Typöleinikkikuoriainen;;;
1_577;featurecode;3676;Ukkotöyryläs;Ukkotöyryläs;;;
1_577;featurecode;3677;Vaskihyrrä;Vaskihyrrä;;;
1_577;featurecode;3678;Vaskikaarniainen;Vaskikaarniainen; ;Cyanostolus aeneus;
1_577;featurecode;3679;Vihertyppyjäärä;Vihertyppyjäärä; ;Acmaeops smaragdula;
1_577;featurecode;3680;Vyösyöksykäs;Vyösyöksykäs;;;
1_577;featurecode;3681;Vyöviherikäs;Vyöviherikäs;;;
1_577;featurecode;3682;Vähähyrrä;Vähähyrrä;;;
1_577;featurecode;3683;Vähärosovesiäinen;Vähärosovesiäinen;;;
1_577;featurecode;3684;Väripaksureisi;Väripaksureisi;;;
1_577;featurecode;3685;Ängelmänälvikäs;Ängelmänälvikäs;;;
1_577;featurecode;3700;Haapalatikka;Aspbarklus;;;
1_577;featurecode;3701;Kulolatikka;Brännbarklus;;;
1_577;featurecode;3710;Herhiläinen;Bålgeting;;;
1_577;featurecode;3711;Jalolehtiäinen;Jalolehtiäinen;;;
1_577;featurecode;3712;Ratamoisolehtiäinen;Ratamoisolehtiäinen;;;
1_577;featurecode;3713;Ukonhattukimalainen;Ukonhattukimalainen;;;
1_577;featurecode;3720;Juutinrantakorento;Jutlandssvampslända;;;
1_577;featurecode;3730;Vuorikaskas;Backsångstrit;;;
1_577;featurecode;3731;Alvarikaskas;Alvarikaskas;;;
1_577;featurecode;3732;Keulankärkikirvra;Keulankärkikirvra;;;
1_577;featurecode;3800;Hietakivikkohämähäkki;Hietakivikkohämähäkki;;;
1_577;featurecode;3801;Kyhmyristihämähäkki;Kyhmyristihämähäkki;;;
1_577;featurecode;3802;Lettokääpiöhämähäkki;Lettokääpiöhämähäkki;;;
1_577;featurecode;3803;Lettorapuhämähäkki;Lettorapuhämähäkki;;;
1_577;featurecode;3804;Rämeristihämähäkki;Rämeristihämähäkki;;;
1_577;featurecode;3900;Isojuoksujalkainen;Isojuoksujalkainen;;;
1_577;featurecode;3901;Tammijuoksujalkainen;Tammijuoksujalkainen;;;
1_577;featurecode;3950;Isonieriä;Storröding;;;
1_577;featurecode;3951;Järvilohi;Insjölax;;;
1_577;featurecode;3952;Järvitaimen;Insjööring;;;
1_577;featurecode;3953;Merilohi;Lax;;;
1_577;featurecode;3954;Meritaimen;Havsöring;;;
1_577;featurecode;3955;Planktonsiika;Aspsik;;;
1_577;featurecode;3956;Toutain;Asp; ;Aspius aspius;
1_577;featurecode;3957;Rantaneula;Rantaneula; ;Cobitis taenia;
1_577;featurecode;3970;Harmaasulkukotilo;Östspolsnäcka;;;
1_577;featurecode;3971;Hienouurresulkukotilo;Strimmig spolsnäcka;;;
1_577;featurecode;3972;Jokihelmisimpukka;Flodpärlmussla; ;Margaritifera margaritifera;
1_577;featurecode;3973;Lapinsiemenkotilo;Lappgrynsnäcka;;;
1_577;featurecode;3974;Pikkuahmattikotilo;Mindre tornsnäcka;;;
1_577;featurecode;3975;Suorasuusulkukotilo;Rak spolsnäcka;;;
1_577;featurecode;3976;Nystysiruetana;Nystysiruetana;;;
1_577;featurecode;3977;Tunturisiemenkotilo;Tunturisiemenkotilo;;;
1_577;featurecode;4000;Ahdeyökkönen;Ahdeyökkönen;;;
1_577;featurecode;4001;Ahokenttäkääriäinen;Ahokenttäkääriäinen;;;
1_577;featurecode;4002;Ahokirjokääriäinen;Ahokirjokääriäinen;;;
1_577;featurecode;4003;Aholattakoi;Aholattakoi;;;
1_577;featurecode;4004;Ajuruohopussikoi;Ajuruohopussikoi;;;
1_577;featurecode;4005;Ajuruohovarsikoi;Ajuruohovarsikoi;;;
1_577;featurecode;4006;Apilakirjokääriäinen;Apilakirjokääriäinen;;;
1_577;featurecode;4007;Aroaamukääriäinen;Aroaamukääriäinen;;;
1_577;featurecode;4008;Coleophora anatipennella;Coleophora anatipennella;Coleophora anatipennella;Coleophora anatipennella;
1_577;featurecode;4009;Dyynisukkulakoi;Dyynisukkulakoi;;;
1_577;featurecode;4010;Esikkokaitakoi;Esikkokaitakoi;;;
1_577;featurecode;4011;Haapatyttöperhonen;Haapatyttöperhonen;;;
1_577;featurecode;4012;Hakakääpiökoi;Hakakääpiökoi;;;
1_577;featurecode;4013;Harjukaitakoi;Harjukaitakoi;;;
1_577;featurecode;4014;Harmopaatsamamittari;Harmopaatsamamittari;;;
1_577;featurecode;4015;Hietahitukoi;Hietahitukoi;;;
1_577;featurecode;4016;Hietamittari;Hietamittari;;;
1_577;featurecode;4017;Hietaneilikkavyökoi;Hietaneilikkavyökoi;;;
1_577;featurecode;4018;Hietikkokenttäkääriäinen;Hietikkokenttäkääriäinen;;;
1_577;featurecode;4019;Hietikkokoisa;Hietikkokoisa;;;
1_577;featurecode;4020;Hirvenjuurilaikkukääriäinen;Hirvenjuurilaikkukääriäinen;;;
1_577;featurecode;4021;Hirvenjuuripussikoi;Hirvenjuuripussikoi;;;
1_577;featurecode;4022;Idänokakoisa;Idänokakoisa;;;
1_577;featurecode;4023;Isoarokoisa;Isoarokoisa;;;
1_577;featurecode;4024;Isoharmokääriäinen;Isoharmokääriäinen;;;
1_577;featurecode;4025;Isopussikoi;Isopussikoi;;;
1_577;featurecode;4026;Jalavakiiltokääriäinen;Jalavakiiltokääriäinen;;;
1_577;featurecode;4027;Juovaharjakas;Juovaharjakas;;;
1_577;featurecode;4028;Juovapunatäplä;Juovapunatäplä; ;Zygaena osterodensis;
1_577;featurecode;4029;Kallioishietakoi;Kallioishietakoi;;;
1_577;featurecode;4030;Kallioiskätkökääriäinen;Kallioiskätkökääriäinen;;;
1_577;featurecode;4031;Kallioissulkanen;Kallioissulkanen;;;
1_577;featurecode;4032;Kallioistöyhtökoi;Kallioistöyhtökoi;;;
1_577;featurecode;4033;Kalvaskoisa;Kalvaskoisa;;;
1_577;featurecode;4034;Kanervapussikoi;Kanervapussikoi;;;
1_577;featurecode;4035;Karjalanpussikoi;Karjalanpussikoi;;;
1_577;featurecode;4036;Kaunokirjokoi;Kaunokirjokoi;;;
1_577;featurecode;4037;Kaunokkikätkökääriäinen;Kaunokkikätkökääriäinen;;;
1_577;featurecode;4038;Kaunokkipeilikääriäinen;Kaunokkipeilikääriäinen;;;
1_577;featurecode;4039;Kaunokkipussikoi;Kaunokkipussikoi;;;
1_577;featurecode;4040;Kehnäpussikoi;Kehnäpussikoi;;;
